source,source_id,label,recommended_by,document_has_other_authors,recommendation,government_words,response_classification,committee,department,document_title,tabled,chamber,url
report,9629,10,,,"The Committee recommends that the Australian Government develop a long- term strategy for enhanced targeted education and outreach programs among certain groups such as small and medium sized enterprises, First Nations, and diaspora communities to build awareness and capacity to engage with and benefit from trade",,awaiting a response,Trade and Investment Growth—Joint Standing,,Inquiry into the understanding and utilisation of benefits under free trade agreements—Final report,2025-02-28,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/9629
report,9629,11,,,The Committee recommends that the Australian Government prioritise and expedite efforts to address barriers and challenges to the export of native foods and botanicals,,awaiting a response,Trade and Investment Growth—Joint Standing,,Inquiry into the understanding and utilisation of benefits under free trade agreements—Final report,2025-02-28,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/9629
report,9629,12,,,The Committee recommends that the Department of Foreign Affairs and Trade as well as Austrade provide awareness and capacity building communications material and engagement activities in non-English languages to more effectively engage with the Australian diaspora communities of key trading partners,,awaiting a response,Trade and Investment Growth—Joint Standing,,Inquiry into the understanding and utilisation of benefits under free trade agreements—Final report,2025-02-28,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/9629
report,9629,13,,,"The Committee recommends that the Department of Foreign Affairs and Trade as well as Austrade promote engagement activities and trade facilitation initiatives in non-English media and social media, where appropriate, to more effectively engage with the Australian diaspora communities of key trading partners. 1. Introduction Overview 1.1 It is widely recognised that Australia receives enormous economic and social benefits from trade and that the system of open international trade has underpinned the success of many industries and businesses. Australia has an extensive architecture of free trade agreements (FTAs) that provide advantages to Australian businesses and consumers through increased access to both imports and export markets. 1.2 The Committee heard about the current level of understanding and uptake of the benefits of trade and FTAs. While uptake is high, there is scope for greater awareness and capacity building to increase access to the benefits of trade for more Australian businesses. Robust measurement of FTA utilisation is considered important to provide insight on current participation and to identify areas for improvement. Fostering an appreciation for the value of trade within the wider community was identified as being important for Australia, particularly in the context of rising global protectionist sentiment. 1.3 Several major challenges and barriers were identified that are broadly affecting the ability of Australian businesses to maintain and expand thei",,awaiting a response,Trade and Investment Growth—Joint Standing,,Inquiry into the understanding and utilisation of benefits under free trade agreements—Final report,2025-02-28,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/9629
report,9996,1,,,"The Committee recommends that the Australian Public Service Commission introduces questions on the use and understanding of artificial intelligence and other emerging technologies into its annual APS Employee Census. This should be done as soon as possible in consultation with the Digital Transformation Agency and other entities with the relevant domain expertise. The following should be among the information sought by this part of the census: • the specific types and sources of the technology being used, from automated decision-making through to generative AI • activities and tasks for which these technologies are being utilised and the impact of this on specific decisions and actions • the levels and types of training that had been provided for these systems and the level of confidence of the respondent to effectively use them • the control and management of the outputs of these technologies • the level of understanding of the risks associated with AI-generated decision-making, including potential biases",,awaiting a response,Public Accounts and Audit—Joint Statutory,,Report 510—Use and governance of artificial intelligence systems by public sector entities,2025-03-25,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/9996
report,9996,2,,,"The Committee recommends that the Australian Government convenes a whole of Government working group within 12 months of this report to consider the following: • standalone legislation that will govern the use of artificial intelligence and other emerging technologies for the benefit of the Australian public • updates to the Archives Act 1983 to account for emerging technologies in accordance with the advice of the National Archives of Australia • the establishment of mandatory rules and governance requirements for the use of artificial intelligence and other emerging technologies across the Commonwealth public sector • all mandatory requirements to stipulate that AI systems must not be deployed for the surveillance of public sector staff and must establish clear thresholds for AI involvement in decision making processes • a standardised glossary of terms and definitions that will apply across government • a consistent and coordinated training framework that is mandatory for all Commonwealth entities • where the responsibility for enforcing any new legislation or mandatory rules should sit and the frameworks that will be used to ensure compliance • increased cooperation between the Australian Government and international partners (Allies and multilateral forums) to maximise the benefits of AI while mitigating risk and utilising best practice These frameworks must ensure any risks, including sovereign risks, and biases that result from the adoption of these technologies can be",,awaiting a response,Public Accounts and Audit—Joint Statutory,,Report 510—Use and governance of artificial intelligence systems by public sector entities,2025-03-25,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/9996
report,9996,3,,,"The Committee recommends that the Australian Government establishes a statutory Joint Committee on Artificial Intelligence and Emerging Technologies to provide effective and continuous Parliamentary oversight of the adoption of these systems across the Australian government and more widely. The Act that establishes this Committee should include provisions that: • any legislation that concerns the use of these technologies must automatically be referred to the Committee for inquiry • the committee reviews relevant legislation or regulations to ensure no loopholes exist in the protection of human rights, democracy and freedoms • the enactment or amendment of any legislative rules regarding the use of these technologies must be approved by the Committee • the implementation and amendment of any Commonwealth rules and guidelines regarding the use of these technologies by the public sector must be approved by the Committee • any statutory appointments that directly relate to the use of these technologies must be referred to the Committee for approval • the Committee report to the Parliament annually on the use of AI systems across the federal government",,awaiting a response,Public Accounts and Audit—Joint Statutory,,Report 510—Use and governance of artificial intelligence systems by public sector entities,2025-03-25,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/9996
report,9996,4,,,"The Committee recommends that any guidance issued by the Digital Transformation Agency, or any other Australian Government agency, clearly define all AI systems and applications. Given the significant differences between some of these technologies, separate guidance should be developed for each",,awaiting a response,Public Accounts and Audit—Joint Statutory,,Report 510—Use and governance of artificial intelligence systems by public sector entities,2025-03-25,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/9996
report,10274,1,,yes,"The committee recommends the Australian Government legislate a Circular Economy Act, in accordance with the recommendation of the Circular Economy Ministerial Advisory Group (CEMAG), to implement a full circular economy framework aimed at effectively supporting Australia's waste management and resource recovery sectors, and improving environmental and economic outcomes. A legislated Circular Economy Act should reflect the findings and recommendations of the CEMAG and Productivity Commission and set a clear framework for imported and local product design, financial incentives, and regulatory enforcement",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,2,,yes,"The committee recommends that in its final report for its inquiry into opportunities in the circular economy, the Productivity Commission examine the role of economic settings and financial incentives (including levies and subsidies) in driving circular economy outcomes. The Productivity Commission should further examine:  the market conditions for the import and export of packaged goods, plastics and other materials;  the financial levers and policy settings available to equalise conditions for importers and exporters; and  the current financial policy settings in foreign jurisdictions where circular economy principles have been successfully implemented",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,3,,yes,"The committee recommends the Australian Government establish a cross- jurisdictional circular economy action taskforce to oversight harmonised waste prevention and recycling practices, and the shift to a circular economy across Australia. The taskforce should be empowered to improve national harmonisation in waste reduction and resource recovery, in line with circular economy principles and outcomes. The taskforce should provide an annual update on national harmonisation progress to the Australian Parliament, no later than 30 September each year. 8.30 The circular economy action taskforce should consist of representatives from the Department of Climate Change, Energy, the Environment and Water; the Treasury; the Department of Industry, Science and Resources, and any other relevant Australian Government agencies. It should also include representatives from each state and territory and from the Australian Local Government Association. The taskforce should engage with the waste and resource recovery sector and relevant consumer groups on at least a quarterly basis, and provide advice to government as required on the financial support needed to implement the circular economy (for example, via a Circular Economy Fund)",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,4,,yes,"The committee recommends that the Environment Ministers' Meeting works to coordinate the implementation of nationally harmonised definitions for waste reduction and resource recovery, and harmonised landfill levies, wherever possible",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,5,,yes,"The committee recommends the Australian Government amend the Recycling and Waste Reduction Act 2020 to implement ambitious producer-funded mandatory national product stewardship schemes, packaging design requirements and rules, with mechanisms to drive demand for recycled materials. Legislative reform should progress the national harmonisation of container deposit schemes. Mandatory product stewardship schemes should immediately be implemented for problematic waste streams including:  plastics and packaging, including soft plastics and taking into consideration packaging design;  batteries; and  photovoltaic systems. 8.60 In developing national, mandatory product stewardship schemes, the committee recommends the Australian Government consider the Product Lifecycle Responsibility Act 2025 (NSW) and its suitability as a framework for national implementation. The Australian Government should publicly release its views on the national applicability of the NSW legislation, as part of its review of the Recycling and Waste Reduction Act 2020",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,6,,yes,The committee recommends the Australian Government amend the Recycling and Waste Reduction Act 2020 to mandate that packaging produced in Australia contain a minimum amount of recycled Australian materials,,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,7,,yes,The Australian Government should offer financial incentives or other assistance to the waste and resources sector for the investment required in infrastructure and markets to support mandated product stewardship schemes,,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,8,,yes,"The committee recommends the Australian Government amend the Recycling and Waste Reduction Act 2020 to provide a national legislative framework for extended producer responsibility schemes, to be funded by industry",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,9,,yes,"The committee recommends the Australian Government continue to engage strongly on the United Nations (UN) Global Plastics Treaty to End Plastic Pollution, through the UN Intergovernmental Negotiating Committee, which aims to achieve an international, legally binding instrument to eliminate plastic pollution",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,10,,yes,"The committee recommends the Australian Government, through the Environment Ministers' Meeting, play a lead role to coordinate agreement with the state and territory governments to fast track the national harmonisation of collection, recovery and processing of soft plastics. The Australian Government should continue to offer financial incentives or other assistance to the waste and resources sector for the investment required to collect and process soft plastics",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,11,,yes,"The committee recommends the Australian Government, through the Environment Ministers' Meeting, play a lead role to achieve cooperation between state and territory governments to improve the consistency, quality and timeliness of waste, resource and recycling data. This data should be published on an annual basis, for the immediate year prior, and include key metrics from relevant Australian businesses",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,12,,yes,"The committee recommends the Australian Packaging Covenant Organisation be authorised to receive and publish annual data from Australia's major supermarkets and other major packaging producers and users, including their progress towards National Packaging Targets, the amount and categories of packaging being placed on the market, and the percentage of Australian recycled materials used in supermarket packaging",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,13,,yes,"The committee recommends the Australian National Audit Office (ANAO), as part of its 2025-26 Audit Program, conduct an audit of the administration and operation of the Recycling Modernisation Fund. Pending the findings of the ANAO, the Australian Government should consider the merits of repurposing and broadening the Recycling Modernisation Fund to become a Circular Economy Fund",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,14,,yes,"The committee recommends the Australian Government, through the Environment Ministers' Meeting, finalise the Design for Kerbside Recyclability Grading Framework at the completion of the current consultation process, and implement cross-jurisdictional harmonisation of kerbside collection for organics, recycling and landfill waste",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,15,,yes,"The committee recommends the Australian Government, through the Environment Ministers' Meeting, provide regular updates on the progress of the National Kerbside Collections Roadmap",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,16,,yes,"The committee recommends the Department of Climate Change, Energy, the Environment and Water work with the waste and resource recovery sector on revisions to the now-repealed Recycling and Waste Reduction (Fees) Amendment (Export of Regulated Waste Material Fees and Other Measures) Rules 2024. The department should work with industry to amend the intent of the 2024 Rules to ensure cost recovery measures do not impede the export of valuable commodities, are environmentally effective, and are sustainable in the long-term for the waste and resource recovery sector",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,17,,yes,"The committee recommends the Department of Climate Change, Energy, the Environment and Water, together with The Treasury and the Department of Industry, Science and Resources, develop regulations for the import of virgin and recycled material and packaging into Australia. Import regulations should take account of Australia's needs in processing various waste streams and consider:  minimum standards and requirements for materials entering Australia;  restricting the import of materials and goods which cannot be properly processed and/or recycled at their end-of-life;  the current and future capacity of Australia's waste recovery and materials processing infrastructure;  the role of mandatory product stewardship schemes in supporting import regulations; and  the role of financial incentives, including levies and subsidies",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,18,,yes,"The committee recommends that as part of its review into the Recycling and Waste Reduction Act 2020, the Department of Climate Change, Energy, the Environment and Water take into consideration the evidence received, and recommendations made during this inquiry and the committee's 2018 inquiry",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,10274,19,,yes,"The committee recommends environment ministers, together with the Australian Local Government Association, develop an Environmentally Sustainable Procurement Policy to be applied to federal, state, territory and local government procurement processes",,awaiting a response,Environment and Communications References,,No time to waste: Waste reduction and recycling policies,2025-04-24,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/10274
report,13612,1,,,"The Committee recommends that the proposed regulation defining the intelligence functions of the Department of Home Affairs under section 3A of the Inspector-General of Intelligence and Security Act 1986, to be inserted by item 6 of the Strengthening Oversight of the National Intelligence Community Bill 2025: • clearly define the functions of the Department of Home Affairs that are subject to oversight by the IGIS and the Committee; and • be promptly amended if there are any subsequent relevant administrative changes in the Department of Home Affairs. The Committee further recommends that the Bill be amended to require that: • once the regulation is made, a briefing be provided to the Committee and the IGIS by the Department of Home Affairs on its interpretation of that regulation; and • following any future changes to the regulation, the Committee and the IGIS be provided a further briefing from the Department of Home Affairs on its interpretation of the new regulation",,awaiting a response,Intelligence and Security—Joint Statutory,,Strengthening Oversight of the National Intelligence Community Bill 2025—Advisory report,2025-11-04,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13612
report,13612,2,,,"Noting the intent of the Strengthening Oversight of the National Intelligence Community Bill 2025 to provide the Inspector-General of Intelligence and Security and the Commonwealth Ombudsman discrete oversight responsibilities, the Committee recommends the Government consider whether additional measures may be necessary to enable those bodies to share information relating to their respective oversight of the Australian Criminal Intelligence Commission and the Australian Federal Police, beyond the conclusion of the transitional provisions",,awaiting a response,Intelligence and Security—Joint Statutory,,Strengthening Oversight of the National Intelligence Community Bill 2025—Advisory report,2025-11-04,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13612
report,13612,3,,,The Committee recommends that the Strengthening Oversight of the National Intelligence Community Bill 2025 be amended to: • remove the words ‘to monitor and’ from proposed paragraph 29(1)(bad) of the Intelligence Services Act 2001 (IS Act); • remove proposed paragraph 29(1)(bae) of the IS Act; and • include referrals made under paragraph (1)(bad) within the function at subsection 29(2),,awaiting a response,Intelligence and Security—Joint Statutory,,Strengthening Oversight of the National Intelligence Community Bill 2025—Advisory report,2025-11-04,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13612
report,13612,4,,,The Committee recommends that the Strengthening Oversight of the National Intelligence Community Bill 2025 be amended to remove the words ‘and inquire into’ from proposed paragraphs 29(1)(ba) and 29(1)(baaa) of the Intelligence Services Act 2001,,awaiting a response,Intelligence and Security—Joint Statutory,,Strengthening Oversight of the National Intelligence Community Bill 2025—Advisory report,2025-11-04,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13612
report,13612,5,,,"The Committee recommends that the Strengthening Oversight of the National Intelligence Community Bill 2025 be amended to provide that where the Inspector-General of Intelligence and Security elects not to undertake an inquiry into an operational matter referred by the Committee, the Inspector- General must advise the Committee of this decision",,awaiting a response,Intelligence and Security—Joint Statutory,,Strengthening Oversight of the National Intelligence Community Bill 2025—Advisory report,2025-11-04,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13612
report,13612,6,,,"The Committee recommends that Part 2 of Schedule 1 to the Intelligence Services Act 2001 and any other provisions of the Act, as required, be amended to the extent necessary to: • allow the Chair and Deputy Chair to each nominate a single member of their personal staff who are to be provided with an appropriate level of security clearance that would allow them to assist their respective principals in the performance of their duties on the Committee; • permit such staff to lawfully access information provided to the Committee, consistent with their security clearance; and • ensure such staff are treated as members of staff of the Committee for the purpose of the secrecy offence in clause 12",,awaiting a response,Intelligence and Security—Joint Statutory,,Strengthening Oversight of the National Intelligence Community Bill 2025—Advisory report,2025-11-04,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13612
report,13612,7,,,"The Committee recommends that the Strengthening Oversight of the National Intelligence Community Bill 2025 be amended to require that, when it is the view of a responsible Minister that a report of the Committee contains information that falls under subclause 7(1) of Schedule 1 to the Intelligence Services Act 2001, the Minister’s confidential response to the Committee include the element of subclause 7(1) on which that finding is based",,awaiting a response,Intelligence and Security—Joint Statutory,,Strengthening Oversight of the National Intelligence Community Bill 2025—Advisory report,2025-11-04,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13612
report,13612,8,,,"The Committee recommends that the Intelligence Services Act 2001 be amended to provide that a quorum of the full Committee is 7 members, unless the Chair and the Deputy Chair are both present in which case the quorum will be 5 members",,awaiting a response,Intelligence and Security—Joint Statutory,,Strengthening Oversight of the National Intelligence Community Bill 2025—Advisory report,2025-11-04,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13612
report,13612,9,,,The Committee recommends that the Strengthening Oversight of the National Intelligence Community Bill 2025 be amended to include the following amendments to Schedule 1 to the Intelligence Services Act 2001: • subclause 2(7) be repealed • subclause 20(2) be repealed • subclause 20(3) be amended to replace the word ‘review’ with ‘meeting’ • subclause 22(2) be amended to provide that the Committee must make arrangements acceptable to the originating agency for the return or destruction of documents having a national security classification when no longer required by the Committee,,awaiting a response,Intelligence and Security—Joint Statutory,,Strengthening Oversight of the National Intelligence Community Bill 2025—Advisory report,2025-11-04,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13612
report,13612,10,,,"The Committee recommends that the Strengthening Oversight of the National Intelligence Community Bill 2025 be amended to enable the Committee to conduct a review of Part 4 and Schedule 1 of the Intelligence Services Act 2001, and any other law of the Commonwealth to the extent that it relates to those provisions, at any time",,awaiting a response,Intelligence and Security—Joint Statutory,,Strengthening Oversight of the National Intelligence Community Bill 2025—Advisory report,2025-11-04,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13612
report,13612,11,,,"The Committee recommends that, as part of future reforms to the role and functions of the Inspector-General of the Australian Defence Force (IGADF), the Government consider empowering the IGADF to consider and independently inquire into the subject of written notices made under proposed subsection 476.7(6) of the Criminal Code",,awaiting a response,Intelligence and Security—Joint Statutory,,Strengthening Oversight of the National Intelligence Community Bill 2025—Advisory report,2025-11-04,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13612
report,13612,12,,,The Committee recommends that the Strengthening Oversight of the National Intelligence Community Bill 2025 be passed by Parliament,,awaiting a response,Intelligence and Security—Joint Statutory,,Strengthening Oversight of the National Intelligence Community Bill 2025—Advisory report,2025-11-04,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13612
report,13852,1,,yes,"The committee recommends that Food Standards Australia and New Zealand (FSANZ) reviews the Tolerable Daily Intakes for PFAS against the latest international research and regulatory settings and updated Australian Drinking Water Guidelines, and presents a report to the Australian Parliament—no later than October 2026—which outlines the findings of the review. 11.38 As part of this review, FSANZ should reconsider the need to establish regulatory limits on PFAS in food, taking into account a holistic quantification of population PFAS exposure",,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,2,,yes,"The committee recommends that, as part of the current review of the enHealth guidance statement—Per- and polyfluoroalkyl Substances (PFAS), the Australian Government considers the appropriateness of the statement that health effects associated with PFAS exposure 'have generally been small and are unlikely to be important to health outcomes' in the context of leading international research and health advice",,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,3,,yes,"The committee recommends that the Australian Government considers providing subsidised PFAS blood testing, enhanced health and cancer screening, and targeted mental health support for those people with the highest levels of PFAS exposure, including some firefighters, people exposed at work, and residents of heavily contaminated areas (especially those with exposure to home-grown produce, contaminated seafood, plants and animals, river and creek waters, and/or bore water)",,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,4,,yes,"The committee recommends that the Australian Government consults with the Australian Academy of Health and Medical Sciences and other relevant stakeholders on designs for a national, longitudinal chemicals biomonitoring program (similar to existing programs in the United States, South Korea, Japan, and several European countries) and associated longitudinal PFAS health research projects. 11.83 A national biomonitoring program should incorporate a focus on monitoring exposure levels of children and pregnant women and identifying any associated health effects or trends. 11.84 In designing the program, the government should consider using leftover blood held by pathology laboratories",,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,5,,yes,"The committee recommends that the review of the enHealth PFAS guidance statement consider whether the risks to human health from exposure to PFAS are dose dependent. Should the review determine that to be the case, the guidance should acknowledge that the risks are likely increased for those who have been heavily exposed and are lower for those with low levels of exposure to PFAS",,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,6,,yes,"11.107The committee recommends that the Australian Government considers providing PFAS blood testing, cancer screening and general health monitoring for all impacted residents of Wreck Bay who wish to take part, with a particular focus on children and pregnant women. 11.108These services must be provided in a culturally appropriate and easily accessible manner, in collaboration with the Wreck Bay Aboriginal Community Council and relevant Aboriginal Community Controlled Health Organisations",,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,7,,yes,11.109The committee recommends that the Australian Government considers commissioning longitudinal research into the health impacts of exposure to PFAS contamination on the community at Wreck Bay. 11.110This research should utilise existing data from available sources as well as collecting new data through the testing and health monitoring outlined in Recommendation 6,,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,8,,yes,"11.117The committee recommends the Australian Government:  works with the states and territories to ensure that workers are protected from unnecessary PFAS exposure in all states and territories;  reviews relevant Commonwealth work health and safety legislation, regulations, and official advice with the aim of ensuring a consistent approach to occupational PFAS exposure—and actively encourages states and territories to do the same;  amends the Australian Code for the Transport of Dangerous Goods by Road & Rail to classify PFAS as a 'dangerous good'; and  develops a publicly available online resource to provide state regulators, employers, and employees with information about PFAS as a workplace hazard, including how to initiate and progress remediation of contamination. 11.118Where necessary, work health and safety regulations should also be amended to extend provisions to employees of private companies working on PFAS remediation, such as for Defence",,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,9,,yes,"11.119The committee recommends the Australian Government:  works with relevant state and territory regulators to ensure that all veterans and firefighters exposed to PFAS—including members of the Australian Army Fire Service and Retired Firefighters' Group—are considered and eligible as part of any remediation, research, testing, and support programs; and  includes Airservices Australia Emergency Vehicle Technicians in its workers compensation scheme for firefighters, by amending the Safety, Rehabilitation and Compensation Act 1988 (Cth)",,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,10,,yes,11.120The committee recommends the Australian Government works with state and territory work health and safety regulators to develop a national regulatory framework which enables state and territory WorkSafe agencies to issue notices and progress regulatory responses to PFAS exposure in Australian workplaces,,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,11,,yes,"The committee recommends the Australian Government:  fast-tracks the deployment of PFAS-free firefighting foams to replace all legacy PFAS-containing foams;  moves to quickly replace all legacy firefighting equipment that still utilises or stores PFAS-containing foams, and ensures the safe disposal of existing stocks;  bans or severely restricts the use of firefighting foams containing PFAS by Commonwealth entities; and  works through cross jurisdictional bodies to achieve an urgent national ban on the use of PFAS-containing firefighting foams, including by private sector entities, major hazard facilities and B Class foam extinguishers in Australia",,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,12,,yes,The committee recommends that the Australian Government provides funding for toxicological studies of fluorine-free foams so as to ensure that legacy PFAS-containing foams are not replaced by the next harmful products,,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,13,,yes,"The committee recommends that the Australian Government works with states and territories to establish a fund and taskforce to support the remediation of severely PFAS-contaminated sites, including current and former fire stations (and surrounds), firefighting training facilities, and nearby water catchments that have been impacted, and ensures the availability of uncontaminated drinking water at all fire stations. 12.31 To complement this initiative, the Australian Government should establish an expert tripartite panel comprised of government, private sector and unions, to:  advise on reducing PFAS exposure risk to workers;  advise on effective remediation of PFAS-contaminated sites;  advise on new and established techniques and technologies; and  encourage further innovation through supporting site remediation research and development",,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,14,,yes,"The committee recommends the Department of Infrastructure, Transport, Regional Development, Communications, Sports and the Arts assumes full responsibility for remediation and management of PFAS contamination on and around Norfolk Island airport",,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,15,,yes,"The committee recommends that the Australian Government funds and coordinates a strategic national PFAS environmental monitoring program to track contamination levels and trends in the Australian environment, including key waterways and native wildlife species, and publish emerging data",,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
report,13852,16,,yes,"The committee recommends that the Australian Government works with state and territory and local governments to improve data-sharing on PFAS contamination and remediation activity, and develop a publicly available, interactive online PFAS map which identifies PFAS contamination locations and remediation activity",,awaiting a response,PFAS—Senate Select,,"Inquiry into the extent, regulation and management of PFAS",2025-11-19,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13852
